"ID","round","phase","OB_1","OB_2","OB_3","OB_4","AS_1","AS_2","AS_3","AS_4","dwmean_1","dwmean_2","dwmean_3","dwmean_4","RT_1","RT_2","RT_3","RT_4","payoff","accuracy","performance","novelty","type","afterbreak","breakR"
"H1466",1,"2",19,5,5,9,52,4,4,10,0.172452830188679,0.181,0.0656,0.197447257922454,10.234,1.233,1.123,2.561919837147,2,1,24,"0","H",0,9
"H1466",2,"3",20,5,4,16,61,4,4,27,0.226241935483871,0.1498,0.181,0.26796142275525,16.412,1.404,1.591,8.032919837147,3,1,36,"0","H",0,9
"H1466",2,"4",19,6,11,16,34,8,16,24,0.307085714285714,0.221777777777778,0.209235294117647,0.26435679348588,10.997,2.699,4.322,7.263919837147,4.25,0.5,17,"0","H",0,9
"H1466",3,"5",18,4,2,11,34,3,1,13,0.269885714285714,0.20725,0.4445,0.324994274081928,9.594,1.342,1.419,4.580919837147,2,1,24,"0","H",0,9
"H1466",3,"6",14,4,18,7,23,3,29,11,0.295166666666667,0.14425,0.238666666666667,0.208,7.162,1.762,7.862,3.868919837147,5.5,0,22,"0","H",0,9
"H1466",4,"7",18,3,5,1,34,2,6,0,0.222885714285714,0.145,0.129714285714286,0.357,8.425,0.826,1.047,0.638919837146997,2,1,24,"0","H",0,9
"H1466",4,"8",9,3,9,3,12,2,14,2,0.307153846153846,0.223333333333333,0.250733333333333,0.769666666666667,4.586,1.107,3.932,3.059919837147,2.25,0.5,9,"0","H",0,9
"H1466",5,"9",17,2,4,8,30,2,3,16,0.267193548387097,0.244333333333333,0.2185,0.164642343361588,8.455,1.357,2.043,3.422919837147,5,0,20,"0","H",0,9
"H1466",5,"10",19,2,3,3,49,2,2,2,0.2231,0.234,0.301333333333333,0.331639945715666,11.917,1.467,1.435,1.524919837147,5,0,20,"0","H",0,9
"H1466",6,"11",20,5,10,7,43,6,14,8,0.238931818181818,0.209142857142857,0.210133333333333,0.230444444444444,10.81,2.698,4.01,3.039919837147,4.25,0.5,17,"0","H",0,9
"H1466",6,"12",18,3,2,1,36,2,1,0,0.199972972972973,0.187,0.1715,0.302919837146997,8.237,0.702,0.764,0.536919837146997,2,1,24,"0","H",0,9
"H1466",7,"13",15,1,9,8,39,0,10,12,0.20695,0.359,0.170181818181818,0.170384615384615,8.503,1.263,2.324,2.524919837147,5.5,0.5,22,"0","H",0,9
"H1466",7,"14",20,3,5,5,46,4,4,7,0.285872340425532,0.1498,0.2714,0.182489979643375,14.18,1.576,1.856,1.895919837147,5,1,60,"0","H",0,9
"H1466",8,"15",20,17,8,8,52,30,10,9,0.208056603773585,0.215870967741935,0.140363636363636,0.3897919837147,11.528,7.582,2.48,4.847919837147,3.25,0,13,"0","H",0,9
"H1466",8,"16",16,4,4,3,38,3,4,3,0.197897435897436,0.11325,0.1996,0.18325,8.33,1.526,1.903,1.227919837147,4.5,0,18,"0","H",0,9
"H1466",9,"17",18,7,16,12,39,8,28,37,0.249575,0.251333333333333,0.168931034482759,0.107945258872289,10.187,3.838,5.553,4.710919837147,4.75,0,19,"1","H",1,9
"H1466",9,"18",14,4,12,19,38,7,20,68,0.112794871794872,0.121,0.104714285714286,0.146578548364449,4.399,1.669,2.792,10.878919837147,2.5,0.5,10,"1","H",1,9
"H1466",10,"19",20,2,3,10,109,7,2,18,0.156436363636364,0.0955,0.286,0.231578947368421,17.815,1.56,1.78,5.287919837147,4.5,0.5,18,"1","H",1,9
"H1466",10,"20",14,4,15,2,38,4,31,1,0.192820512820513,0.159,0.19740625,0.265,7.598,1.794,6.692,1.548919837147,4,0,16,"1","H",1,9
"H1466",11,"21",19,3,5,17,64,7,8,62,0.171123076923077,0.117,0.149,0.255014600589635,11.669,1.763,1.669,16.689919837147,4.75,0.5,19,"1","H",1,9
"H1466",11,"22",19,15,1,7,36,28,0,17,0.160621621621622,0.212448275862069,1.03,0.138666666666667,6.068,6.896,2.199,3.076919837147,4,1,48,"1","H",1,9
"H1466",12,"23",20,4,19,6,93,8,64,11,0.169446808510638,0.0761111111111111,0.168184615384615,0.136666666666667,16.521,1.295,11.902,2.539919837147,5.5,0,22,"1","H",1,9
"H1466",12,"24",18,9,6,8,84,17,6,10,0.149035294117647,0.1075,0.305,0.202356348831545,14.258,2.872,2.666,2.956919837147,2.5,0.5,10,"1","H",1,9
"H1466",13,"25",19,3,2,3,59,3,4,4,0.169483333333333,0.0585,0.0594,0.0656,10.795,0.796,0.702,0.906919837146997,2,1,24,"1","H",1,9
"H1466",13,"26",17,1,3,11,39,0,7,20,0.1389,0.032,0.058625,0.138809523809524,5.788,0.765,0.968,4.063919837147,5,0,20,"1","H",1,9
"H1466",14,"27",20,10,13,4,97,15,25,4,0.129255102040816,0.1959375,0.189615384615385,0.3928,13.228,3.901,5.756,2.588919837147,3.5,0.5,14,"1","H",1,9
"H1466",14,"28",19,2,4,4,88,1,6,5,0.163011235955056,0.161,0.138142857142857,0.0706533061911662,15.351,1.17,1.591,0.938919837146997,4.75,0,19,"1","H",1,9
"H1466",15,"29",17,7,11,7,53,13,16,25,0.205111111111111,0.154857142857143,0.296176470588235,0.113496916813346,12.388,3.337,5.993,3.478919837147,4.75,0,19,"1","H",1,9
"H1466",15,"30",6,2,4,15,24,5,7,20,0.12296,0.065,0.08775,0.207805706530809,5.164,0.701,1.42,4.971919837147,5.5,0,22,"1","H",1,9
"H1466",16,"32",16,2,7,2,31,1,19,1,0.22278125,0.234,0.14665,0.263459918573499,8.798,1.326,3.604,1.181919837147,4,0,16,"1","H",1,9
"H1466",17,"33",18,1,4,3,37,0,9,2,0.243052631578947,0.53,0.1264,0.244333333333333,9.455,1.279,1.794,1.491919837147,5,0,20,"1","H",1,9
"H1466",17,"34",13,1,2,9,40,0,1,18,0.106560975609756,0.436,0.2185,0.209364201955105,5.274,1.326,1.372,4.960919837147,4.5,0,18,"1","H",1,9
"H1466",18,"35",17,8,3,14,36,14,4,29,0.169918918918919,0.1768,0.1998,0.147166666666667,7.394,3.76,1.638,5.247919837147,3.75,0,15,"1","H",1,9
"H1466",18,"36",17,1,2,1,61,0,1,0,0.189048387096774,0.187,0.4215,0.904,14.43,1.498,1.731,1.571919837147,5,0,20,"1","H",1,9
"H1466",19,"37",19,5,4,9,62,8,7,13,0.174555555555556,0.0745555555555556,0.136625,0.1339228455105,12.9,1.685,2.045,2.576919837147,5.5,0,22,"1","H",1,9
"H1466",19,"38",18,1,1,3,80,0,0,2,0.20879012345679,0.125,0.39,0.197973279048999,17.285,0.92,1.201,0.624919837146998,4.5,0,18,"1","H",1,9
"H1466",20,"39",7,4,10,1,11,7,19,0,0.239166666666667,0.165875,0.1138,0.172,2.87,1.826,3.135,0.735919837146997,4.5,0,18,"1","H",1,9
"H1466",20,"40",13,1,5,7,25,0,9,14,0.207653846153846,0.702,0.1357,0.173666666666667,6.522,0.702,2.121,2.646919837147,3,0,12,"1","H",1,9
"H1507",1,"1",18,5,5,2,68,4,6,1,0.228347826086957,0.1842,0.113571428571429,0.2185,25.241,1.232,1.42,0.864065457575023,2,1,24,"0","H",0,8
"H1507",1,"2",18,2,9,10,55,1,10,15,0.230107142857143,0.445,0.218363636363636,0.199875,13.291,2.231,4.165,4.42806545757502,4.5,0.5,18,"0","H",0,8
"H1507",2,"3",20,11,4,2,66,12,6,1,0.235164179104478,0.228230769230769,0.200571428571429,0.39,16.63,3.494,1.966,1.33706545757502,4.5,0.5,18,"0","H",0,8
"H1507",2,"4",20,10,7,5,49,13,10,5,0.27734,0.266357142857143,0.143272727272727,0.423666666666667,16.425,4.524,2.106,3.25606545757502,4,1,48,"0","H",0,8
"H1507",3,"5",20,12,6,11,89,15,7,12,0.243533333333333,0.2388125,0.20475,0.133158881351925,21.918,4.586,2.465,2.23006545757502,2,1,24,"0","H",0,8
"H1507",4,"7",20,5,6,4,73,9,7,4,0.290283783783784,0.1856,0.32575,0.178,21.481,2.901,3.23,1.69506545757502,5.5,0,22,"0","H",0,8
"H1507",4,"8",20,17,8,3,131,32,10,2,0.234,0.202787878787879,0.234,0.159021819191674,31.466,7.893,3.276,0.852065457575023,5,1,60,"0","H",0,8
"H1507",5,"9",20,6,15,1,56,10,21,0,0.303245614035088,0.269454545454545,0.239,1.295,17.55,4.929,5.804,1.90206545757502,6,1,72,"0","H",0,8
"H1507",5,"10",19,8,3,6,53,10,2,10,0.347537037037037,0.270818181818182,0.296333333333333,0.338733223415911,19.313,4.243,1.762,5.00706545757502,5.75,0.5,23,"0","H",0,8
"H1507",6,"11",20,4,1,3,108,3,0,2,0.366954128440367,0.133,0.357,0.343333333333333,40.139,1.326,0.998,1.59206545757502,3,1,36,"0","H",0,8
"H1507",6,"12",20,8,10,8,69,8,12,8,0.2984,0.513,0.315538461538462,0.251444444444444,20.888,5.491,4.992,2.94506545757502,5.75,0.5,23,"0","H",0,8
"H1507",7,"13",17,18,11,5,37,48,15,5,0.282868421052632,0.262040816326531,0.315875,0.0641775762625039,11.857,13.978,5.662,0.726065457575023,5,1,60,"0","H",0,8
"H1507",7,"14",18,12,16,4,31,19,19,4,0.2954375,0.1816,0.2364,0.0936,9.454,5.163,5.367,1.04706545757502,3,1,36,"0","H",0,8
"H1507",8,"15",19,8,1,2,63,10,0,1,0.196703125,0.154545454545455,0.297,0.2495,12.714,2.277,0.563,1.20706545757502,2,1,24,"1","H",1,8
"H1507",8,"16",18,4,9,11,28,3,15,19,0.393724137931035,0.593,0.1920625,0.222353272878751,11.653,3.604,3.697,6.03906545757502,4.75,0.5,19,"1","H",1,8
"H1507",9,"17",20,9,3,9,82,10,2,13,0.333060240963855,0.426909090909091,0.483333333333333,0.288571428571429,27.644,5.896,2.558,5.18506545757502,4.5,0,18,"1","H",1,8
"H1507",9,"18",20,6,11,4,52,6,20,5,0.262547169811321,0.263285714285714,0.338,0.223666666666667,13.915,3.027,7.566,2.15306545757502,5.5,0,22,"1","H",1,8
"H1507",10,"19",20,8,10,11,68,17,13,11,0.296855072463768,0.189777777777778,0.3355,0.317166666666667,20.483,4.227,5.43,4.57506545757502,4.25,0,17,"1","H",1,8
"H1507",10,"20",20,11,3,4,67,14,2,3,0.281029411764706,0.441,0.270333333333333,0.15975,19.312,7.629,1.607,1.25906545757502,5.25,0.5,21,"1","H",1,8
"H1507",11,"21",20,2,2,2,57,1,1,2,0.234258620689655,0.359,0.3195,0.212355152525008,13.947,2.246,1.264,1.10506545757502,2,1,24,"1","H",1,8
"H1507",11,"22",20,17,2,3,37,27,1,3,0.277131578947368,0.335392857142857,0.429,0.203766364393756,10.531,10.186,1.794,1.48606545757502,3.5,0.5,14,"1","H",1,8
"H1507",12,"23",20,9,2,6,79,14,1,5,0.328575,0.192266666666667,0.4365,0.2105,26.286,3.854,1.934,1.95906545757502,5.5,0.5,22,"1","H",1,8
"H1507",12,"24",20,5,12,12,120,6,14,23,0.337396694214876,0.263,0.273533333333333,0.354294394065626,40.825,3.105,4.929,10.843065457575,5.5,0,22,"1","H",1,8
"H1507",13,"25",20,5,4,3,83,5,4,2,0.361404761904762,0.244333333333333,0.1122,0.177,30.732,2.372,1.231,1.08706545757502,4,1,48,"1","H",1,8
"H1507",13,"26",18,19,5,5,41,57,7,6,0.387023809523809,0.30798275862069,0.23975,0.281580779653575,16.255,19.126,3.494,3.09406545757502,5,0,20,"1","H",1,8
"H1507",14,"27",20,7,4,2,93,6,4,1,0.308691489361702,0.240571428571429,0.053,0.250032728787512,29.376,2.433,1.357,0.968065457575023,4,1,48,"1","H",1,8
"H1507",14,"28",20,7,1,2,102,6,0,2,0.37152427184466,0.245142857142857,0.265,0.177,38.735,2.7,1.232,1.04306545757502,4,1,48,"1","H",1,8
"H1507",15,"29",20,5,3,1,72,6,3,0,0.257287671232877,0.267428571428571,0.0975,0.493065457575023,19.609,2.668,1.232,0.899065457575023,3,1,36,"1","H",1,8
"H1507",15,"30",20,7,2,4,69,10,1,6,0.366571428571429,0.133363636363636,0.1325,0.127,27.05,2.496,1.029,1.34406545757502,4,1,48,"1","H",1,8
"H1507",16,"31",19,16,6,19,49,26,10,52,0.37442,0.403296296296296,0.547454545454546,0.290944631275,18.877,12.729,7.629,17.386065457575,5.75,0.5,23,"1","H",1,8
"H1507",16,"32",20,3,3,3,71,2,2,4,0.304847222222222,0.218333333333333,0.254666666666667,0.0682130915150046,21.949,1.655,1.309,0.903065457575023,4,1,48,"1","H",1,8
"H1507",17,"33",20,6,20,2,87,7,42,1,0.342113636363636,0.5245,0.392511627906977,0.281532728787512,30.138,5.724,18.627,1.21806545757502,5.5,0,22,"1","H",1,8
"H1507",17,"34",20,16,4,5,76,41,4,4,0.252012987012987,0.215452380952381,0.0998,0.1124,21.372,9.999,1.029,0.992065457575023,3,1,36,"1","H",1,8
"H1776",1,"1",20,9,4,2,207,14,6,2,0.309831730769231,0.369266666666667,0.124857142857143,0.255,102.492,9.891,1.498,1.49873505499959,2,1,24,"0","H",0,7
"H1776",1,"2",20,5,19,18,183,7,42,44,0.209652173913043,0.1365,0.275720930232558,0.281860778999991,48.252,1.903,12.886,17.9557350549996,5.25,0.5,21,"0","H",0,7
"H1776",2,"3",20,2,7,13,190,1,10,40,0.294287958115183,0.382,0.197090909090909,0.38760329402438,60.56,1.388,3.042,17.5767350549996,5.75,0.5,23,"0","H",0,7
"H1776",2,"4",20,2,1,2,102,1,0,1,0.188378640776699,0.2805,1.233,0.304,22.916,1.186,1.233,1.04873505499959,2,1,24,"0","H",0,7
"H1776",3,"5",20,7,19,12,165,8,64,18,0.278457831325301,0.280777777777778,0.237353846153846,0.276736842105263,46.894,3.526,18.626,6.14373505499959,5.75,0.5,23,"0","H",0,7
"H1776",3,"6",20,3,4,6,85,8,3,9,0.24393023255814,0.0711111111111111,0.14025,0.152573505499959,22.51,0.64,0.561,1.52573505499959,2,1,24,"0","H",0,7
"H1776",4,"7",20,5,16,1,88,4,35,0,0.324606741573034,0.2652,0.253472222222222,0.468,29.078,3.167,10.297,1.07673505499959,6,1,72,"0","H",0,7
"H1776",4,"8",20,3,6,14,294,2,10,21,0.303196610169492,0.146,0.205636363636364,0.261681818181818,92.493,1.295,4.305,6.94973505499959,5.25,0.5,21,"0","H",0,7
"H1776",5,"9",20,5,15,7,126,11,36,13,0.339031496062992,0.1105,0.406891891891892,0.176071428571429,43.29,2.2,15.615,3.40973505499959,5.75,0.5,23,"0","H",0,7
"H1776",5,"10",20,15,3,20,39,43,3,50,0.3381,0.216613636363636,0.60825,0.273563432450972,13.696,12.215,3.432,14.6847350549996,4,1,48,"0","H",0,7
"H1776",6,"11",20,20,3,1,114,73,3,0,0.2766,0.222418918918919,0.18325,0.34773505499959,32.245,18.159,1.591,1.31473505499959,3.25,0.5,13,"0","H",0,7
"H1776",6,"12",20,11,6,5,168,21,10,4,0.309147928994083,0.196409090909091,0.370090909090909,0.2466,52.916,5.429,5.164,2.65873505499959,5.5,0,22,"0","H",0,7
"H1776",7,"13",20,4,3,4,92,3,2,3,0.230322580645161,0.13625,0.166,0.146933763749897,22.276,1.17,0.999,1.22773505499959,2,1,24,"1","H",1,7
"H1776",7,"14",20,6,10,4,337,11,9,3,0.243846153846154,0.110583333333333,0.1652,0.408183763749897,84.708,2.2,2.418,2.13173505499959,2,1,24,"1","H",1,7
"H1776",8,"15",20,8,4,8,123,9,4,8,0.22491935483871,0.3572,0.1528,0.207303894999954,29.11,4.43,1.326,2.41173505499959,6,1,72,"1","H",1,7
"H1776",8,"16",20,4,3,7,79,3,6,12,0.3201875,0.20675,0.0847142857142857,0.266461538461538,25.818,1.622,1.28,4.65273505499959,5,0,20,"1","H",1,7
"H1776",9,"17",20,3,11,20,126,5,15,56,0.216433070866142,0.2445,0.2993125,0.195609386929817,27.815,2.433,5.351,11.6957350549996,6,1,72,"1","H",1,7
"H1776",9,"18",16,10,11,1,29,20,21,0,0.224166666666667,0.141095238095238,0.268,0.391,7.332,4.025,6.458,1.12073505499959,3,1,36,"1","H",1,7
"H1776",10,"19",20,13,14,11,169,20,21,19,0.277211764705882,0.180428571428571,0.290681818181818,0.18565,47.658,6.131,7.893,4.80473505499959,5.25,0.5,21,"1","H",1,7
"H1776",10,"20",20,5,2,15,106,6,2,36,0.257644859813084,0.126857142857143,0.177,0.250864864864865,27.988,1.996,1.326,11.1717350549996,4,1,48,"1","H",1,7
"H1776",11,"21",20,4,4,4,163,9,6,3,0.31569512195122,0.0827,0.0511428571428571,0.344933763749897,52.994,1.42,1.575,2.20673505499959,3.75,0.5,15,"1","H",1,7
"H1776",11,"22",19,10,1,11,83,26,0,22,0.283964285714286,0.193555555555556,0.374,0.288260869565217,24.04,6.739,1.061,7.22273505499959,5.75,0.5,23,"1","H",1,7
"Hc1515",1,"1",17,19,19,11,62,92,64,27,0.36352380952381,0.357483870967742,0.219923076923077,0.31031530331634,39.905,33.306,18.783,9.10982849285752,5,1,60,"0","Hc",0,7
"Hc1515",1,"2",12,2,9,9,25,2,18,11,0.197423076923077,0.348333333333333,0.144578947368421,0.14706904107146,11.747,1.544,3.434,2.40382849285752,2,1,24,"0","Hc",0,7
"Hc1515",2,"3",20,6,13,2,73,8,23,1,0.261162162162162,0.128333333333333,0.198916666666667,0.351,23.212,1.81,5.43,1.19982849285752,3,1,36,"0","Hc",0,7
"Hc1515",2,"4",20,3,2,9,59,2,1,12,0.386566666666667,0.343333333333333,0.749,0.337525268681347,24.444,1.748,1.794,4.73082849285752,3,1,36,"0","Hc",0,7
"Hc1515",3,"5",7,9,12,18,9,12,21,57,0.5694,0.331230769230769,0.1255,0.312514284359612,8.221,4.837,3.198,18.7968284928575,4,1,48,"0","Hc",0,7
"Hc1515",3,"6",9,18,14,3,19,44,36,7,0.36345,0.268666666666667,0.243297297297297,0.2125,8.017,12.558,9.86,2.28782849285752,5,1,60,"0","Hc",0,7
"Hc1515",4,"7",20,2,8,2,106,1,13,1,0.376280373831776,0.382,0.178357142857143,0.287914246428758,40.776,1.467,3.432,1.07582849285752,5,1,60,"0","Hc",0,7
"Hc1515",4,"8",20,2,3,4,127,1,2,3,0.3223671875,0.5225,0.234,0.33925,43.431,1.576,1.232,1.35982849285752,3,1,36,"0","Hc",0,7
"Hc1515",5,"9",20,7,9,8,108,13,17,8,0.362917431192661,0.3355,0.174166666666667,0.34342538809528,40.089,5.804,3.853,4.43282849285752,4,1,48,"0","Hc",0,7
"Hc1515",5,"10",20,3,5,9,98,2,5,9,0.26520202020202,0.296333333333333,0.273,0.242882849285752,26.349,1.731,2.278,3.08382849285752,6,1,72,"0","Hc",0,7
"Hc1515",6,"11",20,3,5,19,77,3,10,58,0.347410256410256,0.234,0.309090909090909,0.46064406779661,27.987,1.559,4.025,28.0318284928575,4.5,0.5,18,"0","Hc",0,7
"Hc1515",6,"12",20,2,4,3,64,1,3,4,0.271923076923077,0.2495,0.15225,0.1716,17.909,1.03,0.811,0.919828492857516,2,1,24,"0","Hc",0,7
"Hc1515",7,"13",20,10,16,3,91,11,24,2,0.289282608695652,0.2145,0.21216,0.358666666666667,26.926,3.619,5.896,1.76082849285752,6,1,72,"0","Hc",1,7
"Hc1515",7,"14",12,7,19,15,36,6,53,34,0.39672972972973,0.305428571428571,0.325,0.381514285714286,14.819,2.825,18.158,14.4048284928575,6,1,72,"0","Hc",1,7
"Hc1515",8,"15",16,9,17,5,50,10,30,5,0.233078431372549,0.293545454545455,0.402548387096774,0.177471415476253,12.276,3.807,12.886,1.50082849285752,6,1,72,"0","Hc",1,7
"Hc1515",8,"16",20,2,2,9,69,4,6,15,0.297785714285714,0.2776,0.220714285714286,0.140375,21.155,2.027,4.134,2.93582849285752,5,1,60,"0","Hc",1,7
"Hc1515",9,"17",20,3,8,8,92,2,10,12,0.243731182795699,0.333,0.226909090909091,0.299448345604424,23.728,1.966,3.197,4.31482849285752,4,1,48,"0","Hc",1,7
"Hc1515",9,"18",20,14,5,6,56,23,10,9,0.267385964912281,0.274333333333333,0.246818181818182,0.124282849285752,17.487,7.395,3.307,1.89782849285752,4,1,48,"0","Hc",1,7
"Hc1515",10,"19",20,2,3,3,41,1,3,2,0.407452380952381,0.484,0.26525,0.223333333333333,17.285,1.731,1.888,1.06582849285752,2,1,24,"0","Hc",1,7
"Hc1515",10,"20",20,3,19,18,96,4,76,49,0.275175257731959,0.2994,0.242311688311688,0.24084,30.982,2.293,19.453,13.5678284928575,4,1,48,"0","Hc",1,7
"Hc1515",11,"21",19,6,5,13,58,7,5,13,0.316220338983051,0.378375,0.195,0.226214285714286,20.797,3.913,1.669,3.81182849285752,6,1,72,"0","Hc",1,7
"Hc1515",11,"22",20,4,6,3,114,3,5,2,0.377165217391304,0.3665,0.327666666666667,0.696666666666667,46.799,2.262,2.435,3.41582849285752,5.75,0.5,23,"0","Hc",1,7
"Hc1515",12,"23",18,7,4,6,43,10,5,8,0.240022727272727,0.293818181818182,0.197333333333333,0.147092054761946,10.982,4.197,2.496,1.75982849285752,6,1,72,"0","Hc",1,7
"Hc1515",12,"24",19,2,2,5,48,3,3,5,0.320918367346939,0.19125,0.2495,0.187166666666667,19.344,1.795,1.403,1.44082849285752,4.25,0.5,17,"0","Hc",1,7
"Hc1515",13,"25",17,5,3,2,48,20,7,4,0.182448979591837,0.0601904761904762,0.128625,0.234,13.135,2.496,1.763,2.02582849285752,6,1,72,"0","Hc",1,7
"Hc1515",13,"26",20,4,14,14,56,10,17,37,0.308438596491228,0.172818181818182,0.161166666666667,0.209789473684211,20.514,2.839,3.729,9.18082849285752,5,1,60,"0","Hc",1,7
"Hc1515",14,"27",14,2,6,4,24,2,9,4,0.22588,0.338,0.1631,0.4306,7.706,1.965,2.512,2.46882849285752,4,1,48,"0","Hc",1,7
"Hc1515",14,"28",17,4,8,9,39,4,9,10,0.179375,0.3464,0.3277,0.451,9.188,2.636,3.932,5.05082849285752,6,1,72,"0","Hc",1,7
"Hc1515",15,"29",20,3,10,7,68,2,15,12,0.310623188405797,0.618666666666667,0.2261875,0.175230769230769,23.072,3.338,4.087,2.39482849285752,5,1,60,"0","Hc",1,7
"Hc1515",15,"30",15,6,17,14,35,14,36,31,0.199333333333333,0.113333333333333,0.183837837837838,0.16671875,9.361,2.589,7.598,6.06282849285752,6,1,72,"0","Hc",1,7
"Hc1669",1,"1",19,5,8,16,198,5,7,36,0.243879396984925,0.171666666666667,0.191,0.296405405405405,55.271,1.794,2.433,12.2052148281187,5,1,60,"0","Hc",0,7
"Hc1669",1,"2",13,6,3,7,26,8,5,7,0.199962962962963,0.152555555555556,0.137833333333333,0.133401853514835,7.316,1.373,1.404,1.09821482811868,2,1,24,"0","Hc",0,7
"Hc1669",2,"3",16,2,13,3,36,1,25,3,0.298513513513513,0.343,0.189,0.45605370702967,12.355,1.092,5.834,4.21321482811868,3.5,0,14,"0","Hc",0,7
"Hc1669",2,"4",17,3,4,3,37,2,3,2,0.247105263157895,0.202666666666667,0.19125,0.205404942706227,9.656,0.608,0.765,0.616214828118682,2,1,24,"0","Hc",0,7
"Hc1669",3,"5",12,5,4,3,25,9,4,2,0.15,0.0842,0.2778,0.255666666666667,6.427,0.904,1.389,1.55821482811868,2,1,24,"0","Hc",0,7
"Hc1669",3,"6",17,2,7,18,29,1,6,42,0.3021,0.3665,0.193857142857143,0.244906976744186,9.952,0.733,1.357,11.7312148281187,2.75,0.5,11,"0","Hc",0,7
"Hc1669",4,"7",10,3,2,2,17,2,1,1,0.266055555555556,0.270333333333333,0.4835,0.353607414059341,5.054,0.811,0.967,0.956214828118682,4,1,48,"0","Hc",0,7
"Hc1669",4,"8",13,4,2,5,18,4,1,5,0.193736842105263,0.1902,0.406,0.194702471353114,4.68,0.951,0.812,1.16821482811868,2,1,24,"0","Hc",0,7
"Hc1669",5,"9",18,5,3,5,58,4,2,4,0.217864406779661,0.2652,0.166333333333333,0.216642965623736,13.291,1.466,1.031,1.75421482811868,3.75,0.5,15,"0","Hc",0,7
"Hc1669",5,"10",19,5,2,4,56,4,1,3,0.16940350877193,0.2214,0.32,0.17530370702967,10.28,1.263,0.64,0.701214828118682,2,1,24,"0","Hc",0,7
"Hc1669",6,"11",14,4,8,18,23,5,11,54,0.31525,0.1145,0.327583333333333,0.222345454545455,7.894,0.687,3.931,13.1522148281187,4.25,0.5,17,"0","Hc",0,7
"Hc1669",6,"12",11,9,3,2,19,8,2,1,0.4126,0.263444444444444,0.177,0.281,8.283,2.371,0.531,1.18821482811868,2,1,24,"0","Hc",0,7
"Hc1669",7,"13",14,2,3,3,26,1,2,2,0.158740740740741,0.2185,0.166333333333333,0.260404942706227,5.772,0.437,0.499,0.781214828118682,2,1,24,"0","Hc",1,7
"Hc1669",7,"14",20,6,2,14,127,5,1,27,0.2028984375,0.202833333333333,0.1325,0.287293386718524,26.614,1.56,1.232,8.13721482811868,4,1,48,"0","Hc",1,7
"Hc1669",8,"15",20,6,5,4,123,8,5,3,0.170346774193548,0.157777777777778,0.166333333333333,0.18330370702967,21.185,1.42,1.17,1.52921482811868,4.25,0.5,17,"0","Hc",1,7
"Hc1669",8,"16",19,6,7,15,100,7,6,21,0.161564356435644,0.091625,0.0668571428571429,0.166918855823576,16.318,1.17,0.936,3.90621482811868,3,1,36,"0","Hc",1,7
"Hc1669",9,"17",19,7,12,16,51,7,14,38,0.224692307692308,0.144375,0.123733333333333,0.174415764823556,13.041,1.248,2.091,7.00521482811868,4.25,0.5,17,"0","Hc",1,7
"Hc1669",9,"18",12,3,12,16,38,2,24,45,0.252820512820513,0.410666666666667,0.11608,0.225869565217391,10.094,1.232,2.933,11.3832148281187,4.25,0.5,17,"0","Hc",1,7
"Hc1669",10,"19",20,8,2,7,86,11,1,10,0.164137931034483,0.271666666666667,0.273,0.0932013480107893,14.82,3.26,1.045,1.55621482811868,5,1,60,"0","Hc",1,7
"Hc1669",10,"20",10,18,18,13,24,38,60,28,0.2066,0.0966923076923077,0.139131147540984,0.18242120096961,5.165,4.429,9.048,5.64921482811868,3.5,0,14,"0","Hc",1,7
"Hc1669",11,"21",18,4,18,11,32,3,47,16,0.234121212121212,0.14025,0.201833333333333,0.604836166359922,8.034,0.624,10.156,10.4222148281187,5,1,60,"0","Hc",1,7
"Hc1669",11,"22",20,4,10,14,64,4,12,25,0.249584615384615,0.3126,0.151153846153846,0.255431339543026,16.223,2.622,2.464,6.90621482811868,5,1,60,"0","Hc",1,7
"Hc1669",12,"23",17,6,4,2,36,7,3,2,0.248324324324324,0.142375,0.16375,0.400333333333333,9.687,1.935,1.264,1.28621482811868,3,1,36,"0","Hc",1,7
"Hc1669",12,"24",17,5,1,18,24,4,0,36,0.26208,0.2526,0.811,0.213167968327532,6.552,1.263,0.811,7.88721482811868,4.75,0.5,19,"0","Hc",1,7
"Hc1669",13,"25",15,3,2,12,32,2,1,13,0.19430303030303,0.296333333333333,0.3665,0.230642857142857,6.412,0.889,0.733,3.43621482811868,5.25,0.5,21,"0","Hc",1,7
"Hc1669",13,"26",20,6,6,15,50,6,5,27,0.282627450980392,0.271857142857143,0.164,0.277150529575667,14.555,1.903,1.373,8.15021482811868,5,1,60,"0","Hc",1,7
"Hc1669",14,"27",20,7,13,11,67,10,28,24,0.189485294117647,0.0723636363636364,0.19851724137931,0.157208593124747,13.353,1.591,6.194,4.60021482811868,3.25,0.5,13,"0","Hc",1,7
"Hc1669",14,"28",16,6,9,20,38,6,13,142,0.174410256410256,0.131571428571429,0.195,0.218588914881949,6.802,0.921,2.73,31.6472148281187,5,1,60,"0","Hc",1,7
"Hc1669",15,"29",13,2,4,4,20,1,3,6,0.318714285714286,0.2885,0.199,0.134887832588383,6.693,0.577,0.796,0.944214828118682,4.25,0.5,17,"0","Hc",1,7
